Filename	AMP	ANDC	AWL	CAUS	CONC	COND	CONJ	DEMO	DEMP	DPAR	DWNT	EMPH	EX	FPP1	GER	HDG	INPR	JJ	NEMD	NN	NOMZ	OSUB	PHC	PIN	PIT	PLACE	POMD	PRED	PRMD	RB	SPP2	SYNE	THAC	THVC	TIME	TO	TOBJ	TPP3	TSUB	TTR	VBD	VPRT	XX0	[BEMA]	[BYPA]	[CONT]	[PASS]	[PASTP]	[PEAS]	[PIRE]	[PRESP]	[PRIV]	[PROD]	[PUBV]	[SERE]	[SMP]	[SPAU]	[SPIN]	[STPR]	[SUAV]	[THATD]	[WHCL]	[WHOBJ]	[WHQU]	[WHSUB]	[WZPAST]	[WZPRES]	Underused_variables	Overused_variables	
JSC-14B-21N	1.38	0.10	-0.02	2.41	0.38	-0.41	3.81	2.36	0.29	-0.52	0.38	2.29	0.83	1.14	-1.08	-0.08	-0.55	-0.27	6.95	0.48	-0.02	-0.64	1.93	-1.47	1.08	-0.53	0.89	6.54	-0.64	-1.55	-0.09	-0.25	2.50	0.38	-0.23	1.82	0.18	-0.84	-0.13	-0.84	-0.68	0.34	1.34	0.37	-0.38	-0.32	-0.11	-0.25	-0.90	-0.36	-0.29	1.56	-0.57	0.74	0.50	-0.80	-1.36	0.00	-0.37	0.68	0.63	1.20	-0.82	0.17	0.65	-0.39	-0.17		CAUS CONJ DEMO EMPH NEMD PRED THAC 
JSC-14B-22N	0.23	-0.25	0.77	1.29	-0.63	-1.14	7.44	1.52	-0.96	0.91	2.81	1.62	0.61	0.33	-1.84	-0.46	-0.70	1.46	-1.00	2.00	0.21	-0.91	6.00	-1.26	-0.07	0.06	-0.71	5.73	-0.55	-2.61	-0.01	-1.06	-0.50	2.24	-0.54	4.34	-0.73	-0.60	-0.50	-2.13	-1.11	0.31	0.75	1.15	-0.62	-0.73	-0.47	-0.25	-0.40	2.36	-0.59	0.47	-0.86	0.39	-0.25	-0.80	-2.20	0.00	0.48	1.16	0.05	-0.60	-0.82	-0.33	-1.05	-0.81	-0.89	RB TTR [SPAU] 	CONJ DWNT PHC PRED THVC TO [PIRE] 
JSC-14B-23N	-1.04	1.42	0.73	-0.65	-0.63	0.59	0.44	-0.12	-0.17	-0.52	-0.06	-1.05	-0.17	0.26	-1.84	1.00	-0.70	-0.12	8.00	0.02	2.03	2.55	3.63	-0.64	1.21	-0.91	-1.11	1.08	1.36	-0.94	0.10	0.12	2.67	1.45	0.14	-0.30	2.73	0.85	-0.50	-0.50	-0.76	0.48	0.77	-1.19	2.31	-0.22	-0.03	-0.25	-1.29	2.82	-0.59	0.44	0.23	-0.37	-0.25	-0.80	0.08	0.00	-0.74	1.48	0.17	-0.60	-0.82	-0.33	2.70	-0.81	-0.89		NEMD NOMZ OSUB PHC THAC TOBJ [BYPA] [PIRE] [WHSUB] 
JSC-14B-24N	0.69	-0.58	-0.02	1.35	-0.63	-0.64	3.06	3.36	0.21	-0.26	0.50	0.90	4.67	1.42	-1.39	-0.46	-0.70	-0.77	5.10	0.59	0.56	-0.36	2.48	-1.14	0.68	-0.91	0.43	3.58	0.00	-1.51	0.01	0.69	3.17	1.17	-0.86	1.13	5.36	-0.71	0.25	-1.03	-0.40	0.34	1.26	-0.93	-0.15	-0.46	1.17	-0.25	-1.12	-0.64	-0.24	1.33	-0.86	0.02	2.50	1.40	-1.32	0.00	-0.74	1.23	0.88	1.10	-0.47	-0.33	0.05	-0.61	0.06		CONJ DEMO EX NEMD PHC PRED THAC TOBJ [SERE] 
JSC-14B-25N	1.15	-0.21	0.48	2.59	0.87	1.05	3.25	3.00	0.48	-0.43	0.00	1.79	0.72	1.37	-1.66	-0.46	-0.60	0.16	7.10	0.17	1.16	0.09	2.04	-1.35	0.38	-0.56	0.23	4.96	0.07	-1.64	-0.37	-0.31	3.00	1.38	-0.43	0.48	1.09	-0.85	0.00	-1.22	-0.54	0.27	1.64	0.06	-0.23	-0.19	0.70	0.25	-0.63	-0.64	0.12	2.11	-0.66	0.19	1.00	-0.40	-1.00	0.00	-0.74	0.71	1.20	0.10	-0.29	1.67	0.45	-0.65	-0.22		CAUS CONJ DEMO NEMD PHC PRED THAC [PRIV] 
JSC-14B-25O	2.35	0.90	-0.02	-0.65	-0.63	-1.14	-0.75	1.81	-0.96	-0.52	4.25	4.76	-1.22	1.65	-1.84	-0.46	3.70	2.84	-1.00	-0.39	-0.17	-0.91	-1.26	-1.59	1.01	-0.91	3.34	4.92	-1.33	-2.23	-0.08	-1.06	-0.50	1.90	-1.49	6.73	-0.73	-1.33	-0.50	-5.93	-0.74	0.03	2.92	1.64	-0.62	-0.73	-1.45	-0.25	-1.65	-0.64	-0.59	3.33	-0.86	1.81	-0.25	-0.80	-2.20	0.00	-0.74	1.90	-0.76	-0.60	-0.82	-0.33	-1.05	2.03	-0.89	RB TTR [SPAU] 	AMP DWNT EMPH INPR JJ POMD PRED TO XX0 [PRIV] [WZPAST] 
JSC-14B-26N	1.69	0.54	0.52	0.59	1.13	0.45	6.81	1.69	-0.06	-0.52	-0.38	1.02	1.94	0.80	-1.29	0.08	-0.70	0.16	7.76	0.23	1.77	-0.27	2.41	-1.39	0.85	-0.71	2.60	3.92	-0.14	-2.07	-0.51	-0.19	1.83	0.59	-1.29	0.50	1.18	-1.01	1.25	-0.84	-1.04	0.20	1.62	-0.37	-0.08	-0.27	0.26	1.50	-1.65	-0.64	1.06	1.27	-0.86	1.07	5.00	-0.10	-1.64	0.00	-0.74	0.90	0.46	1.50	0.00	2.00	2.15	-0.81	-0.50	RB 	CONJ NEMD PHC POMD PRED [SERE] [WHSUB] 
JSC-14B-27N	-1.04	-0.19	0.12	5.65	-0.63	-1.14	8.19	1.90	0.52	-0.52	1.00	2.76	-1.22	0.33	-1.84	-0.46	-0.70	1.90	4.10	0.25	0.35	-0.91	1.37	-0.83	1.07	-0.91	-1.66	7.81	-0.48	-1.70	-0.20	-1.06	-0.50	1.31	0.54	-0.75	-0.73	-0.22	-0.50	-3.05	0.09	0.13	1.54	1.54	-0.62	-0.73	-0.91	-0.25	-1.65	-0.64	-0.59	1.02	-0.86	0.56	-0.25	-0.80	-2.20	0.00	-0.74	1.35	0.98	-0.60	-0.82	-0.33	-1.05	-0.81	-0.89	TTR [SPAU] 	CAUS CONJ EMPH NEMD PRED 
JSC-14B-28N	0.92	0.06	-1.13	3.76	0.63	-0.05	3.62	2.45	-0.21	-0.43	0.88	1.76	0.11	2.63	0.95	0.08	-0.45	-1.04	0.95	0.38	-0.66	0.00	0.19	-1.26	0.79	-0.71	0.26	9.42	0.38	-1.40	0.00	-0.94	2.33	2.28	-0.46	2.20	-0.55	-1.17	0.13	-1.99	-0.64	0.87	0.79	1.54	-0.46	-0.19	-0.03	-0.25	-1.10	-0.45	0.41	1.33	-0.80	-0.48	2.25	-0.10	-1.32	0.00	-0.30	0.16	1.41	0.40	-0.71	-0.33	0.30	-0.65	-0.22		CAUS CONJ DEMO FPP1 PRED THAC THVC TO [SERE] 
JSC-14B-29N	5.23	-0.38	-0.35	0.94	0.00	-0.41	1.63	2.40	0.06	-0.52	0.12	0.31	-0.61	1.55	-0.42	-0.08	-0.70	-0.29	0.57	0.29	0.53	-0.45	3.74	-1.32	-0.15	-0.12	0.20	8.62	-0.05	-1.76	-0.05	-0.75	-0.50	1.48	-1.17	0.73	-0.73	0.84	0.88	-0.40	-0.71	0.77	-0.25	0.44	-0.23	-0.20	0.03	1.00	-1.65	-0.64	-0.29	0.87	-0.54	0.19	-0.25	-0.30	-2.20	0.00	-0.74	0.13	0.95	-0.10	-0.53	-0.33	-0.80	-0.81	-0.61	[SPAU] 	AMP DEMO PHC PRED 
JSC-14B-30N	1.96	0.04	-0.05	1.59	1.00	0.68	4.94	2.98	0.25	-0.52	-0.56	0.55	0.00	1.53	-0.63	-0.15	-0.25	-0.57	5.24	0.92	-0.28	-0.45	1.30	-1.46	1.42	0.32	0.69	6.12	0.24	-1.84	-0.09	-0.75	5.33	1.00	-0.80	1.34	0.73	-1.02	0.38	-0.84	-0.49	0.28	1.43	0.05	0.54	-0.15	0.12	-0.25	-1.19	-0.64	-0.18	1.99	-0.11	0.22	0.25	-0.40	-1.56	2000.00	-0.67	1.06	0.59	1.00	-0.53	0.00	-0.50	-0.68	-0.39		CONJ DEMO NEMD PRED THAC [SPIN] 
JSC-14B-31N	0.69	-0.17	0.58	3.29	1.75	0.23	3.94	0.74	0.13	-0.22	0.12	0.71	0.83	0.80	-1.45	-0.15	-0.50	-0.18	7.14	-0.07	2.89	1.09	1.37	-0.98	0.65	-0.26	0.26	2.92	-0.36	-2.14	-0.34	-0.38	0.17	0.66	-0.11	1.20	-0.09	-0.33	0.38	-0.50	-0.99	0.41	1.23	-0.47	0.85	-0.40	-0.15	-0.25	-0.50	-0.64	-0.18	1.82	-0.74	0.44	1.50	-0.80	-1.44	0.00	-0.48	1.58	0.98	1.30	-0.59	-0.33	0.65	-0.32	-0.67	RB 	CAUS CONJ NEMD NOMZ PRED 
JSC-14B-32N	0.54	0.33	-0.20	2.35	0.63	-0.68	1.13	2.48	0.31	-0.52	1.31	2.36	1.61	1.41	-1.32	-0.46	-0.70	-0.42	5.29	1.12	-0.53	-0.91	1.74	-1.35	-0.17	-0.32	1.26	2.88	-0.12	-1.42	-0.35	0.19	2.83	1.66	-1.20	0.05	0.18	-0.65	-0.50	-0.12	0.08	0.22	1.10	-0.52	-0.62	0.15	1.62	-0.25	-0.10	-0.64	-0.59	2.47	0.00	-0.30	-0.25	-0.80	0.64	10000.00	-0.74	0.39	1.73	3.50	-0.82	-0.33	2.00	-0.48	-0.89		CAUS DEMO EMPH NEMD PRED THAC [PRIV] [SPIN] [WHCL] 
JSC-15A-01N	2.00	-0.17	0.15	2.59	0.38	3.59	5.06	1.45	-0.31	-0.35	0.31	0.90	1.00	1.37	-1.08	-0.38	-0.35	0.15	1.67	0.27	-0.17	-0.55	0.48	-1.59	0.63	-0.44	2.80	6.69	2.50	-1.68	-0.23	-0.63	2.67	1.41	-0.49	1.20	0.64	-0.85	0.00	-0.69	-0.90	0.45	1.64	0.16	0.31	-0.08	0.30	-0.25	-1.25	-0.64	-0.18	1.08	-0.51	-0.09	0.50	-0.20	-1.32	0.00	-0.59	0.77	0.85	0.90	-0.35	0.00	0.90	-0.45	0.94		CAUS COND CONJ POMD PRED PRMD THAC 
JSC-15A-02N	0.77	0.04	-0.05	2.59	0.25	0.55	4.06	0.48	-0.50	-0.43	2.31	1.10	-0.39	2.27	1.37	-0.46	-0.70	1.44	0.67	-0.40	-0.31	0.18	2.41	-1.78	1.87	-0.76	0.63	7.38	0.74	-1.65	-0.54	-0.75	0.67	0.76	-0.49	4.75	-0.09	-1.03	0.38	-1.65	-0.53	0.11	0.36	0.82	-0.08	-0.31	-1.00	0.25	-0.94	-0.64	-0.18	2.50	-0.66	0.87	-0.25	-0.80	-1.52	2000.00	0.00	-0.23	1.44	1.40	0.35	-0.33	-0.05	-0.74	-0.33		CAUS CONJ DWNT FPP1 PHC PRED TO [PRIV] [SPIN] 
JSC-15A-03N	1.27	-0.23	0.35	2.82	0.25	0.77	4.50	-0.52	-0.42	-0.26	0.44	0.76	1.17	1.19	-1.37	-0.46	-0.60	2.10	6.48	0.60	0.29	0.09	0.78	-1.32	0.97	-0.06	0.71	5.19	-0.07	-1.82	-0.33	-0.56	0.83	0.90	-0.31	1.52	0.91	-1.13	0.88	-1.32	-0.87	0.34	1.30	-0.13	0.08	-0.28	-0.02	0.00	-1.17	-0.64	-0.12	1.38	-0.51	-0.02	0.00	-0.40	-1.08	2000.00	-0.07	0.90	0.90	0.50	-0.76	-0.33	0.30	-0.65	-0.39		CAUS CONJ JJ NEMD PRED [SPIN] 
JSC-15A-04N	1.19	-0.52	-0.63	2.24	0.25	1.00	3.75	1.64	0.02	-0.35	0.50	1.26	1.00	1.66	2.03	0.08	-0.70	-0.47	4.10	0.03	-0.72	-0.18	0.07	-1.21	0.75	-0.68	3.26	6.38	-0.10	-1.60	-0.15	-0.25	2.17	1.24	-1.26	1.70	1.09	-0.58	-0.25	-0.74	-0.79	0.57	3.13	-0.11	0.85	0.22	0.15	0.00	-1.40	-0.55	-0.29	2.65	-0.63	0.09	-0.25	-0.60	-1.40	1000.00	-0.48	1.35	1.10	3.60	-0.18	-0.17	1.50	-0.61	-0.56		CAUS CONJ GER NEMD POMD PRED THAC XX0 [PRIV] [SPIN] [WHCL] 
JSC-15A-05N	1.12	-0.42	0.02	2.00	0.75	0.14	3.00	4.40	0.10	-0.48	-0.25	1.07	1.11	1.45	-1.26	-0.08	-0.65	0.41	5.90	0.18	0.24	0.00	0.59	-1.32	0.90	-0.44	0.49	7.08	-0.05	-1.61	-0.17	-0.81	1.67	1.21	-0.11	1.52	2.73	-0.80	0.50	-0.93	-0.88	0.61	1.38	0.44	-0.08	-0.20	0.42	0.00	-1.04	-0.55	-0.12	3.32	-0.37	0.28	0.25	0.40	-0.96	0.00	-0.48	2.23	1.37	-0.40	-0.59	-0.33	-0.05	-0.74	0.06		CONJ DEMO NEMD PRED TOBJ [PRIV] [SUAV] 
JSC-15A-06N	1.42	-0.38	0.48	1.53	-0.38	1.91	4.50	0.88	-0.44	-0.52	0.44	1.67	-0.28	2.78	-0.74	-0.31	-0.70	-0.15	2.29	-1.09	2.49	0.91	1.85	-1.74	0.25	-0.76	1.80	8.00	0.07	-1.26	-0.59	-0.44	1.50	-0.03	-1.06	5.37	-0.27	-1.11	0.13	-3.24	-0.07	-0.17	1.44	0.22	-0.08	-0.33	-0.92	-0.25	-1.13	-0.45	1.18	2.97	0.97	-0.19	-0.25	-0.60	-1.92	0.00	-0.74	-0.61	1.05	3.60	-0.53	-0.33	-0.70	-0.81	-0.50	TTR 	CONJ FPP1 NEMD NOMZ PRED TO [PRIV] [WHCL] 
JSC-15A-07N	1.96	-0.31	0.02	0.82	0.12	0.73	2.87	0.76	-0.04	-0.22	1.19	0.71	0.00	1.36	-0.82	-0.31	-0.30	-0.23	7.71	0.76	0.25	0.45	0.89	-0.84	0.45	-0.29	0.43	5.73	-0.48	-1.86	-0.01	-0.06	2.17	1.21	-0.89	1.20	1.64	-0.59	-0.13	-0.79	-0.81	0.50	1.69	0.11	0.77	-0.20	0.11	0.00	-0.92	-0.64	-0.06	1.94	-0.37	0.69	-0.25	-0.50	-1.40	1000.00	-0.56	2.77	1.05	0.40	-0.59	0.33	0.40	-0.68	-0.39		CONJ NEMD PRED THAC [SPIN] [SUAV] 
JSC-15A-08N	2.85	0.00	0.48	1.35	0.75	0.41	5.56	-0.21	-0.02	-0.04	0.88	1.43	2.50	0.59	-1.84	0.38	-0.70	1.55	5.43	0.57	1.11	-0.91	1.22	-2.05	1.87	-0.91	1.54	9.42	0.00	-1.94	-0.47	-0.38	3.17	0.79	-0.51	0.95	0.27	-0.38	0.88	-0.36	-1.17	0.81	1.18	1.27	-0.62	0.06	-0.09	2.50	-1.65	-0.64	0.06	1.18	-0.23	0.04	-0.25	0.30	-2.20	0.00	-0.74	0.16	2.24	0.50	0.47	-0.33	0.05	-0.45	-0.89	PIN [SPAU] 	AMP CONJ EX NEMD PRED THAC [PASTP] [THATD] 
JSC-15A-09N	1.96	0.31	0.10	2.88	2.38	2.14	5.69	-1.36	-0.33	-0.26	-0.13	0.07	0.78	1.25	-1.68	-0.46	-0.40	0.17	6.48	0.64	1.38	1.27	1.63	-0.88	0.93	-0.56	-0.46	5.15	0.98	-2.22	-0.63	-0.69	1.50	1.97	-0.97	1.86	-0.18	-0.93	-0.50	-1.75	-1.04	0.34	1.18	0.07	0.77	-0.40	-0.73	-0.25	-0.96	-0.64	-0.24	0.41	-0.51	0.48	-0.25	-0.20	-1.24	0.00	-0.07	1.19	0.41	0.00	0.24	-0.33	1.05	-0.81	-0.22	RB 	CAUS CONC COND CONJ NEMD PRED 
JSC-15A-10N	0.38	0.31	0.00	1.53	0.25	2.27	4.88	1.21	-0.19	-0.52	-0.81	0.81	2.94	1.40	-0.08	-0.46	-0.35	-0.52	5.43	0.85	0.18	-0.27	0.41	-1.02	1.30	-0.91	-0.17	5.12	-0.45	-1.94	-0.28	-0.63	2.00	1.69	-0.86	1.21	1.27	-0.86	0.38	-1.13	-0.63	0.34	1.07	0.09	-0.08	-0.48	0.02	-0.25	-1.52	-0.64	-0.18	3.03	-0.66	-0.59	-0.25	-0.80	-1.60	0.00	-0.74	1.23	1.61	1.60	0.06	-0.33	1.20	-0.58	0.33		COND CONJ EX NEMD PRED [PRIV] 
JSC-15A-11N	0.81	-0.69	-0.05	2.94	2.38	3.27	1.50	3.12	-0.46	-0.52	0.25	0.81	1.44	1.65	-0.89	-0.46	-0.70	0.38	1.90	0.31	-0.20	1.27	-0.81	-1.96	0.77	-0.91	0.09	7.50	0.69	-1.52	-0.46	-1.06	3.50	0.52	-0.80	-0.29	-0.73	-0.90	1.00	-0.79	-0.60	0.85	3.57	0.98	-0.62	0.05	0.02	-0.25	-0.96	-0.64	0.12	1.88	-0.17	-1.43	-0.25	0.40	-1.24	0.00	-0.30	-0.55	1.61	0.60	-0.82	1.67	0.15	-0.81	3.83		CAUS CONC COND DEMO PRED THAC XX0 [WZPRES] 
JSC-15B-01N	1.42	0.06	-0.18	1.41	0.12	0.00	3.81	1.57	0.04	-0.39	-0.63	0.62	0.89	1.21	-1.00	-0.46	-0.05	-0.39	4.90	0.68	0.21	0.55	1.67	-0.75	0.79	0.29	1.26	3.46	-0.64	-1.61	-0.49	0.12	0.00	0.62	-0.40	1.48	-0.18	-0.84	-0.50	-2.52	-0.01	-0.46	0.80	-0.60	0.85	-0.51	0.42	-0.25	-0.98	-0.64	-0.41	1.17	-0.40	-0.31	0.50	-0.80	-0.56	0.00	-0.26	0.29	0.24	0.70	0.29	-0.33	1.65	-0.61	-0.72	TTR 	CONJ NEMD PRED 
JSC-15B-02N	-0.31	-0.40	-0.05	3.18	1.00	0.64	1.69	2.10	-0.42	0.04	-1.25	1.12	2.00	0.84	-0.66	-0.46	-0.70	-0.82	4.52	0.50	1.67	-0.36	0.19	-1.04	1.83	-0.91	1.49	3.92	0.05	-2.22	-0.11	0.12	3.83	0.21	0.00	1.84	-0.18	-0.50	-0.50	-0.79	-0.55	-0.29	2.21	-0.19	-0.15	0.08	-0.27	-0.25	-0.79	-0.64	-0.24	0.94	-0.11	1.20	-0.25	-0.80	-1.44	0.00	-0.52	0.52	0.83	2.00	-0.47	-0.33	-0.40	-0.81	-0.89	RB 	CAUS DEMO NEMD PRED THAC XX0 
JSC-15B-03N	1.46	-0.08	-0.08	2.29	-0.25	0.45	3.31	1.57	0.08	-0.13	-0.31	0.45	2.06	0.31	-1.21	0.23	-0.70	0.15	3.19	1.37	0.33	-0.64	1.37	-0.84	1.20	-0.82	0.37	2.96	0.21	-1.88	-0.51	-0.69	2.00	0.07	-0.31	0.75	1.18	-0.91	1.00	-0.79	-0.14	-0.32	0.44	-0.13	1.00	-0.38	0.59	-0.25	-0.92	-0.64	0.29	0.87	-0.43	-0.89	0.50	-0.50	-1.60	3000.00	-0.19	0.29	0.54	0.90	-0.82	0.17	-0.15	-0.32	-0.06		CAUS CONJ EX NEMD PRED [SPIN] 
JSC-15B-04N	0.92	0.50	-0.18	0.59	0.50	-0.86	1.88	1.31	0.17	-0.26	0.44	1.10	0.61	0.75	-1.29	-0.46	-0.25	0.85	0.57	1.74	-0.58	1.00	-0.37	-0.72	0.17	0.06	0.31	5.27	0.02	-1.76	-0.52	-0.31	1.00	2.28	-0.80	0.14	2.55	-0.47	0.25	-1.08	0.53	-0.39	0.59	0.33	1.00	-0.40	0.20	0.50	-1.25	-0.64	0.12	1.38	-0.26	-0.20	-0.25	-0.20	-1.24	0.00	-0.19	-0.16	0.63	0.00	-0.65	0.17	1.50	-0.81	-0.22		PRED THVC TOBJ 
JSC-15B-05N	0.85	-0.33	0.48	1.06	1.75	0.64	3.19	1.57	0.35	-0.52	0.88	1.17	1.22	0.32	-1.58	-0.46	-0.45	0.19	1.76	1.10	-0.10	-0.91	0.74	-1.72	1.30	-0.47	1.40	5.31	0.40	-1.88	-0.64	-0.44	2.67	2.21	-0.37	2.13	0.64	-0.64	0.13	0.37	-0.68	0.32	0.75	0.29	-0.23	-0.36	0.47	-0.25	-1.00	-0.64	-0.59	0.85	-0.03	-0.52	-0.25	-0.30	-0.84	0.00	0.15	-0.77	0.78	-0.10	-0.82	1.33	0.15	-0.65	1.00		CONJ PRED THAC THVC TO 
JSC-15B-06N	0.92	-0.27	0.38	2.35	1.13	1.18	3.31	1.50	0.29	-0.30	1.63	0.71	1.89	0.25	-1.24	0.62	-0.70	0.27	4.10	0.88	0.13	-0.09	1.15	-0.87	1.23	0.03	1.00	5.31	0.10	-1.60	-0.49	0.12	1.83	1.28	-0.43	2.39	0.09	-0.42	-0.50	-1.89	-1.03	0.45	0.74	0.09	0.08	-0.38	-0.47	-0.25	-1.12	-0.64	0.76	2.37	-0.60	-0.31	-0.25	-0.30	-1.44	0.00	-0.04	0.26	1.05	-0.60	-0.53	0.50	0.10	-0.52	-0.11		CAUS CONJ NEMD PRED TO [PRIV] 
JSC-15B-07N	0.92	-0.04	0.25	1.35	0.50	-0.36	1.38	2.71	-0.06	-0.52	0.38	0.33	2.56	0.59	-1.16	-0.46	-0.70	-0.96	5.10	0.81	0.16	-0.09	0.63	-1.63	1.80	-0.65	0.29	5.08	0.29	-1.78	-0.47	-0.50	1.00	2.10	-0.26	0.70	-0.73	-0.68	0.62	-0.60	-0.50	0.50	1.97	-0.19	0.08	-0.22	1.39	-0.25	-0.67	-0.64	-0.59	1.96	0.60	-0.17	2.00	0.10	-0.48	0.00	-0.41	0.45	0.71	2.80	-0.82	-0.33	0.25	-0.52	0.06		DEMO EX NEMD PRED THVC [WHCL] 
CORPUS	0.80	-0.06	-0.04	2.48	0.65	0.62	3.58	1.62	0.06	-0.32	0.33	0.97	0.89	1.20	-1.11	-0.22	-0.48	-0.11	4.58	0.53	0.34	0.16	1.10	-1.35	0.74	-0.42	0.92	5.09	0.16	-1.84	-0.43	-0.29	2.06	1.15	-0.49	1.50	0.85	-0.43	0.27	-1.58	-0.55	0.25	1.37	-0.03	0.14	-0.25	0.27	-0.02	-0.89	-0.53	-0.11	1.60	-0.23	-0.03	0.41	-0.24	-1.20	671.23	-0.50	0.53	1.02	0.90	-0.40	0.21	0.66	-0.62	-0.24		CAUS CONJ NEMD PRED THAC [SPIN] 
