Filename	Tokens	AWL	TTR	$	''	,	-LRB-	-RRB-	.	:	AMP	ANDC	CAUS	CC	CD	CONC	COND	CONJ	DEMO	DEMP	DPAR	DT	DWNT	EMPH	EX	FPP1	FW	GER	HDG	IN	INPR	JJ	LS	NEMD	NN	NOMZ	OSUB	PDT	PHC	PIN	PIT	PLACE	POMD	POS	PRED	PRMD	PRP	QUAN	QUPR	RB	RP	SPP2	SYM	SYNE	THAC	THVC	TIME	TO	TOBJ	TPP3	TSUB	UH	VB	VBD	VBG	VBN	VPRT	WDT	WP	WPS	XX0	[BEMA]	[BYPA]	[CONT]	[PASS]	[PASTP]	[PEAS]	[PIRE]	[PRESP]	[PRIV]	[PROD]	[PUBV]	[SERE]	[SMP]	[SPAU]	[SPIN]	[STPR]	[SUAV]	[THATD]	[WHCL]	[WHOBJ]	[WHQU]	[WHSUB]	[WZPAST]	[WZPRES]	``	
JOC-14B-19N	2679	4.19	184	0	0.15	3.28	0.04	0.04	6.61	0	0.86	0.41	0.82	2.50	0.45	0.07	0.04	0.63	1.72	0.71	0.07	8.77	0.34	0.90	0.41	6.23	0	0.22	0.04	2.24	0	5.52	0	0.97	20.83	1.12	0.19	0.15	0.41	7.80	1.46	0.37	0.82	0.15	1.16	0.67	0	0.93	0.15	2.99	0.11	0.49	0	0.04	0.07	0.97	0.37	1.87	0.15	0.63	0.07	0	5.38	3.17	0.86	2.76	7.35	0.07	0.37	0	1.72	2.02	0.11	1.05	1.57	0	0.67	0	0.04	4.85	0	0.63	0	0.04	0.22	0	0.11	0.37	0.75	0.26	0	0	0.19	0.04	0.04	0.15	
JOC-14B-20N	367	4.73	191	0	0	3.54	0.27	0.27	6.81	0	1.09	0	1.09	2.45	0.27	0.27	0.27	1.63	1.91	0.54	0	6.54	0.27	0.27	0	6.81	0	0.54	0	1.36	0	6.27	0	0.82	19.35	2.72	0	0	0.82	6.81	1.91	0.54	0.54	0.54	1.63	1.36	0	0.54	0	3.00	0.27	0	0	0	0	0.27	0.54	2.72	0	1.09	0	0	5.45	3.00	2.72	2.18	7.08	0.54	0.27	0	2.18	2.45	0	0.54	1.36	0	0.54	0	0	3.27	0	0.54	0.54	0	1.36	0	0	1.09	0.82	0	0	0	0	0	0.27	0	
JOC-14B-21N	3832	4.49	187	0	1.15	4.65	0	0	7.65	0	0.63	0.50	0.52	2.06	0.47	0.08	0.16	0.73	1.98	0.60	0	5.98	0.26	1.59	0.37	5.69	0.03	0.29	0.05	2.01	0.03	5.56	0	1.67	19.75	1.96	0.03	0.05	0.86	7.31	1.80	0.13	0.89	0.29	2.17	0.29	0	1.02	0.03	3.84	0.16	0.86	0	0.13	0.18	0.44	0.44	2.51	0.10	1.10	0.03	0	6.18	1.93	0.78	1.72	8.92	0.26	0.78	0	1.67	3.18	0.03	0.76	0.89	0	0.39	0.03	0.05	3.42	0.10	1.17	0.03	0	0.21	0	0.10	0.50	0.57	0.18	0	0.03	0.34	0.13	0.13	0.99	
JOC-14B-22N	306	4.81	160	0	0.98	2.94	0	0	6.54	0	0.33	0.33	0.33	2.61	0.65	0	0	1.31	1.63	0	0.33	7.84	0.65	1.31	0.33	3.59	0	0	0	0.33	0	8.82	0	0	25.16	2.29	0	0	1.96	7.84	0.98	0.33	0.33	0.98	1.96	0.33	0	0	0	1.96	0	0.98	0	0	0	0.98	0.33	3.92	0	1.63	0	0	4.58	0.65	0.65	2.29	8.82	0.33	0	0	1.31	3.92	0	0	0.65	0	0.65	0.33	0	2.29	0	0.98	0	0	0	0	0.33	0.65	0.33	0	0	0	0	0	0	1.63	
JOC-14B-23N	530	4.79	194	0	0	3.40	0	0	8.11	0	0	1.13	0	1.70	0.57	0	0.38	0.19	0.94	0.38	0	6.60	0.19	0.19	0.19	3.40	0	0	0.19	0.57	0	5.85	0	1.89	18.11	4.91	0.38	0	1.32	9.43	1.89	0	0.19	0.38	0.75	1.13	0	1.13	0.57	4.91	0	1.13	0	0.19	0.19	0.75	0.57	1.32	0.38	4.91	0	0	4.53	1.70	0.57	2.45	9.43	0.57	0.57	0	1.32	1.70	0.38	0.94	0.94	0	0.19	0.38	0	2.26	0.38	0.57	0	0	0.57	0	0	0.75	0.38	0	0	0	0.75	0	0	0	
JOC-14B-24N	1791	4.49	183	0	0.22	3.46	0	0	7.98	0	0.45	0.17	0.34	1.17	0.22	0	0.11	0.61	2.40	0.56	0.06	4.75	0.28	1.01	1.06	6.42	0.11	0.17	0	1.68	0	4.63	0	1.28	20.16	2.79	0.06	0	1.01	8.15	1.51	0	0.73	1.34	1.40	0.56	0	1.23	0.22	3.91	0.06	1.01	0	0.28	0.22	0.67	0.22	2.12	0.67	1.40	0.06	0	5.47	2.79	2.12	2.18	8.93	0.22	0.34	0	1.62	1.95	0.06	0.50	1.73	0	0.28	0	0.06	3.18	0	0.78	0.11	0.22	0.22	0	0	0.67	0.67	0.17	0.06	0	0.22	0.06	0.17	0.22	
JOC-14B-25N	5634	4.69	179	0	0.14	3.59	0	0	7.42	0.02	0.57	0.35	0.55	1.85	0.28	0.12	0.48	0.64	2.25	0.69	0.02	5.34	0.20	1.38	0.35	6.30	0	0.07	0	2.09	0.02	6.37	0	1.70	18.64	3.66	0.11	0	0.89	7.61	1.30	0.12	0.66	0.35	1.76	0.59	0	1.38	0.07	3.67	0.07	0.48	0.02	0.12	0.21	0.73	0.37	1.76	0.20	1.08	0.04	0	5.50	2.38	0.99	2.29	8.70	0.16	0.37	0.05	1.85	2.89	0.05	0.99	1.42	0.02	0.53	0	0.12	3.99	0.07	0.87	0.05	0.04	0.30	0	0	0.51	0.80	0.07	0.09	0.12	0.30	0.05	0.12	0.11	
JOC-14B-25O	114	4.49	81	0	0	4.39	0	0	6.14	0	0.88	0.88	0	5.26	0	0	0	0	1.75	0	0	1.75	0.88	2.63	0	7.02	0	0	0	1.75	0.88	11.40	0	0	16.67	1.75	0	0	0	7.02	1.75	0	1.75	0	1.75	0	0	0.88	0	2.63	0	0.88	0	0	0	0.88	0	5.26	0	0	0	0	8.77	1.75	1.75	0.88	7.89	0	0	0	2.63	4.39	0	0	0	0	0	0	0	5.26	0	1.75	0	0	0	0	0	0.88	0	0	0	0	0	0.88	0	0	
JOC-14B-26N	1410	4.71	187	0	0.43	4.75	0.14	0.14	7.09	0.21	0.71	0.71	0.21	1.21	0.50	0.14	0.35	1.21	1.70	0.43	0	7.80	0.14	1.06	0.57	4.82	0	0.21	0.07	1.63	0	6.38	0	1.84	18.87	4.54	0.07	0	0.99	7.52	1.63	0.07	1.49	0.78	1.49	0.50	0	1.21	0	2.91	0.07	0.28	0	0.14	0.14	0.50	0.07	1.77	0.21	0.71	0.14	0	6.95	0.85	1.06	1.63	8.44	0.57	0.71	0	1.84	2.48	0.07	0.85	1.13	0.07	0	0	0.28	3.12	0	1.35	0.21	0.07	0.14	0	0	0.57	0.50	0.21	0.14	0.14	0.64	0	0.07	0.43	
JOC-14B-27N	280	4.55	141	0	0	2.50	0	0	7.86	0	0	0.36	1.07	1.43	0	0	0	1.43	1.79	0.71	0	7.50	0.36	1.79	0	3.57	0	0	0	1.79	0	9.64	0	1.07	18.93	2.50	0	0	0.71	8.93	1.79	0	0	0.36	2.50	0.36	0	0.71	0	3.57	0	0.71	0	0	0	0.71	0.71	1.07	0	2.50	0	0	4.29	4.29	0.71	0.71	8.21	0	0	0	1.79	4.29	0	0	0.36	0	0	0	0	2.86	0	1.07	0	0	0	0	0	0.71	0.71	0	0	0	0	0	0	0	
JOC-14B-28N	4150	4.05	163	0	0.48	4.46	0	0	7.64	0.05	0.51	0.48	0.75	1.71	0.65	0.10	0.24	0.70	2.02	0.36	0.02	4.17	0.34	1.37	0.24	9.59	0	1.06	0.07	1.69	0.05	4.12	0	0.41	19.42	1.04	0.10	0	0.39	7.86	1.59	0.07	0.67	0.14	2.92	0.72	0	1.35	0.24	4.10	0	0.99	0	0.02	0.17	0.99	0.36	2.72	0.02	0.36	0.05	0	5.73	2.05	0.96	1.40	10.75	0.29	0.41	0	1.33	4.29	0.02	0.99	0.94	0	0.29	0.02	0.17	3.18	0.02	0.51	0.10	0.07	0.22	0	0.12	0.34	0.89	0.10	0.02	0	0.27	0.05	0.12	0.39	
JOC-14B-29N	1846	4.36	196	0	0.49	3.25	0	0	8.78	0	1.63	0.27	0.27	1.73	0.43	0.05	0.16	0.38	2.00	0.49	0	5.74	0.22	0.76	0.11	6.77	0	0.54	0.05	2.06	0	5.53	0	0.33	19.07	2.76	0.05	0	1.35	7.69	0.92	0.27	0.65	0.38	2.71	0.54	0	1.95	0.16	3.47	0	0.92	0	0.05	0	0.76	0.11	1.90	0	4.88	0.11	0	4.28	1.84	0.92	1.25	10.40	0.16	0.22	0	0.70	3.25	0.05	0.98	0.98	0.05	0	0	0.05	2.71	0.11	0.87	0	0.05	0	0	0	0.33	0.70	0.05	0.05	0	0.05	0	0.05	0.49	
JOC-14B-30N	5480	4.48	187	0	0.16	4.14	0.02	0.02	7.70	0.02	0.78	0.47	0.38	1.90	0.20	0.13	0.40	0.91	2.24	0.58	0	6.09	0.11	0.86	0.22	6.72	0.04	0.46	0.04	1.90	0.09	5.00	0	1.31	21.33	1.59	0.05	0	0.69	7.35	2.04	0.42	0.82	0.66	2.06	0.66	0	0.64	0.38	3.32	0.05	0.86	0	0.05	0.35	0.62	0.24	2.24	0.16	0.69	0.07	0	5.95	2.52	1.08	1.68	8.72	0.13	0.33	0.02	1.72	2.88	0.15	1.08	1.04	0	0.24	0	0.07	3.87	0.26	0.89	0.02	0.04	0.16	0.02	0.02	0.62	0.55	0.16	0.05	0.02	0.11	0.04	0.09	0.09	
JOC-14B-31N	2684	4.73	194	0	0.11	3.13	0	0	7.71	0.07	0.45	0.37	0.67	1.83	0.30	0.19	0.30	0.75	1.30	0.52	0.07	8.01	0.22	0.93	0.37	4.81	0	0.15	0.04	1.45	0.04	5.74	0	1.71	17.81	6.15	0.22	0	0.71	8.57	1.49	0.22	0.67	0.48	1.23	0.41	0	0.52	0.11	2.79	0.07	0.52	0	0.11	0.04	0.52	0.48	2.16	0.07	2.24	0.07	0	6.18	1.01	1.60	1.90	9.17	0.30	0.34	0.04	1.60	2.38	0.19	0.60	0.86	0	0.60	0	0.07	3.69	0.04	1.01	0.07	0	0.19	0	0.07	0.78	0.71	0.19	0.04	0	0.34	0.15	0.04	0.11	
JOC-14B-32N	985	4.42	202	0	0	3.35	0	0	8.53	0	0.41	0.61	0.51	1.42	0.61	0.10	0.10	0.30	2.03	0.61	0	5.99	0.41	1.62	0.51	6.40	0	0.20	0	1.02	0	5.28	0	1.32	22.03	1.22	0	0	0.81	7.61	0.91	0.20	1.02	0.41	1.22	0.51	0	1.32	0.20	4.06	0.30	0.51	0	0.20	0.20	0.81	0.10	1.52	0.10	1.52	0	0	4.87	4.26	0.71	3.05	8.53	0.61	0.61	0	1.52	2.34	0	1.62	2.03	0	0.81	0	0	4.37	0.30	0.61	0	0	0.71	0.10	0	0.41	1.02	0.41	0	0	0.61	0.10	0	0	
JOC-15A-01N	8901	4.56	190	0	0.11	4.26	0	0	7.63	0.09	0.79	0.37	0.55	1.97	0.25	0.08	1.04	0.93	1.60	0.31	0.04	5.63	0.25	1.01	0.40	6.29	0	0.29	0.01	1.25	0.07	6.35	0	0.56	19.00	1.75	0.04	0	0.47	7.00	1.48	0.16	1.56	0.36	2.21	1.61	0.01	0.89	0.17	3.60	0.10	0.67	0	0.07	0.19	0.74	0.35	2.16	0.15	1.08	0.04	0	6.72	1.28	2.19	1.74	9.32	0.28	0.48	0.01	1.85	2.98	0.12	1.21	1.16	0	0.21	0	0.07	2.92	0.12	0.72	0.03	0.06	0.22	0	0.04	0.53	0.66	0.15	0.08	0.02	0.39	0.11	0.33	0.12	
JOC-15A-02N	4021	4.48	170	0	0.05	4.45	0	0	6.79	0.02	0.47	0.47	0.55	2.29	0.42	0.07	0.37	0.77	1.19	0.22	0.02	5.25	0.57	1.09	0.15	8.65	0	1.22	0	1.27	0	8.78	0	0.35	16.61	1.54	0.12	0	0.99	6.52	2.36	0.05	0.80	0.20	2.39	0.87	0	0.97	0.05	3.66	0.05	0.25	0	0.05	0.07	0.55	0.35	4.15	0.07	0.67	0.07	0	6.81	2.39	1.99	1.04	8.16	0.42	0.20	0.02	1.07	3.61	0.07	0.77	0.30	0.02	0.37	0	0.07	4.40	0.07	1.24	0	0	0.17	0.02	0.20	0.22	0.90	0.20	0.20	0	0.20	0.02	0.10	0.02	
JOC-15A-03N	8535	4.64	177	0	0.02	4.58	0.01	0.01	7.79	0.01	0.60	0.34	0.59	1.97	0.49	0.07	0.42	0.84	0.77	0.26	0.06	5.16	0.27	0.95	0.43	5.83	0.02	0.18	0	1.55	0.02	10.02	0	1.57	20.19	2.41	0.11	0	0.55	7.70	1.72	0.29	0.83	0.28	1.82	0.53	0	1.35	0.06	3.35	0.14	0.54	0	0.08	0.08	0.59	0.41	2.34	0.18	0.45	0.11	0	6.07	1.36	1.25	1.44	8.95	0.18	0.28	0	1.64	2.71	0.09	0.82	0.95	0.01	0.25	0	0.08	3.23	0.12	0.76	0.01	0.04	0.28	0.02	0.18	0.57	0.68	0.11	0.01	0	0.27	0.05	0.09	0	
JOC-15A-04N	8508	4.25	189	0.19	0.15	3.33	0.02	0.02	7.56	0.05	0.58	0.20	0.49	1.60	0.63	0.07	0.47	0.72	1.68	0.47	0.04	5.11	0.28	1.16	0.40	7.05	0.02	1.47	0.07	1.39	0	5.18	0	1.07	18.14	0.95	0.08	0	0.36	7.97	1.56	0.08	1.72	0.71	2.13	0.52	0.02	1.26	0.35	3.75	0.09	0.78	0	0.13	0.16	0.69	0.08	2.44	0.20	1.68	0.02	0	6.66	1.61	0.68	1.59	9.71	0.22	0.72	0	2.76	2.73	0.19	1.75	1.06	0.01	0.13	0.01	0.05	4.56	0.08	0.82	0	0.02	0.20	0.01	0.07	0.71	0.76	0.42	0.11	0.01	0.51	0.06	0.06	0.18	
JOC-15A-05N	8359	4.51	185	0.01	0.23	3.90	0	0	8.12	0.01	0.56	0.25	0.45	1.83	0.24	0.11	0.28	0.60	2.84	0.51	0.01	4.76	0.16	1.08	0.42	6.51	0.02	0.22	0.05	2.24	0.01	6.84	0	1.45	18.70	2.34	0.10	0	0.50	7.69	1.67	0.16	0.75	0.16	2.31	0.54	0	1.21	0.17	3.72	0.11	0.75	0	0.04	0.13	0.68	0.48	2.34	0.38	1.18	0.08	0.02	6.09	1.32	1.02	1.85	9.85	0.12	0.23	0	1.69	3.25	0.07	0.98	1.24	0.01	0.32	0.01	0.08	5.25	0.17	0.92	0.02	0.12	0.31	0	0.07	0.98	0.87	0.02	0.04	0	0.20	0.02	0.17	0.23	
JOC-15A-06N	4047	4.69	137	0	0.12	5.53	0	0	7.68	0	0.64	0.27	0.37	1.53	0.52	0.02	0.67	0.84	1.36	0.25	0	4.37	0.27	1.33	0.17	9.98	0	0.42	0.02	1.31	0	5.78	0	0.69	14.16	5.58	0.20	0	0.84	6.62	1.21	0.05	1.21	0.30	2.55	0.59	0.02	1.14	0.17	4.35	0.02	0.17	0	0.10	0.12	0.32	0.15	4.50	0.05	0.49	0.05	0	7.93	3.81	1.73	0.79	7.17	0.15	0.42	0	1.73	3.04	0.07	0.74	0.35	0	0.27	0.02	0.30	4.89	0.64	0.67	0	0.02	0.07	0	0	0.10	0.74	0.42	0.05	0	0.07	0	0.07	0.12	
JOC-15A-07N	9997	4.51	188	0	0.12	3.37	0.03	0.03	8.10	0.01	0.78	0.30	0.25	1.79	0.34	0.06	0.41	0.58	1.31	0.44	0.07	5.89	0.39	0.93	0.22	6.28	0	0.39	0.02	1.66	0.08	5.64	0	1.83	20.76	2.35	0.15	0.01	0.58	8.92	1.35	0.21	0.73	0.82	1.96	0.36	0	0.86	0.06	3.28	0.02	0.97	0	0.16	0.16	0.68	0.21	2.16	0.26	1.67	0.03	0	5.76	1.54	1.12	1.81	9.50	0.14	0.37	0	1.88	2.93	0.18	0.97	1.03	0.01	0.38	0	0.09	3.82	0.17	1.14	0	0.03	0.20	0.01	0.05	1.15	0.74	0.10	0.04	0.04	0.29	0.04	0.09	0.09	
JOC-15A-08N	891	4.69	197	0.11	0.22	3.82	0	0	7.97	0	1.01	0.45	0.34	1.80	0.56	0.11	0.34	1.01	0.90	0.45	0.11	4.38	0.34	1.23	0.67	4.26	0	0	0.11	2.02	0	8.98	0	1.35	20.09	3.59	0	0	0.67	5.84	2.36	0	1.12	0.34	2.92	0.56	0	0.45	0.11	3.14	0.22	0.34	0	0.11	0.22	0.56	0.34	2.02	0.11	2.13	0.11	0	6.29	0.45	1.12	1.46	10.55	0.34	0.11	0	1.57	4.04	0	1.46	0.90	0.11	0	0	0.11	3.03	0.22	0.79	0	0.11	0	0	0	0.34	1.23	0.11	0.22	0	0.22	0.11	0	0.22	
JOC-15A-09N	1658	4.54	168	0	0	3.38	0	0	7.66	0	0.78	0.60	0.60	1.27	0.42	0.24	0.72	1.03	0.42	0.30	0.06	7.72	0.18	0.66	0.36	5.97	0	0.06	0	1.39	0.06	6.39	0	1.57	20.33	3.98	0.24	0	0.78	8.81	1.69	0.12	0.42	0.54	1.81	0.97	0	1.03	0.06	2.65	0.12	0.12	0.12	0.06	0.12	0.90	0.18	2.53	0.06	0.90	0	0	6.45	0.84	0.78	1.15	8.93	0.30	0.54	0	1.57	2.90	0.18	0.60	0.48	0	0.36	0	0.06	2.23	0.12	1.03	0	0.06	0.24	0	0.18	0.66	0.48	0.06	0.18	0	0.42	0	0.12	0	
JOC-15A-10N	1334	4.50	181	0	0	3.37	0	0	6.37	0.15	0.37	0.60	0.37	1.20	0.30	0.07	0.75	0.90	1.50	0.37	0	6.90	0.07	0.97	0.75	6.37	0	0.67	0	2.47	0.07	5.10	0	1.35	21.06	2.25	0.07	0	0.45	8.47	1.95	0	0.52	0.15	1.80	0.37	0	1.35	0.45	3.15	0	0.60	0	0.07	0.15	0.82	0.22	2.17	0.22	1.05	0.07	0	5.40	2.10	0.67	1.20	8.92	0.15	0.82	0	1.50	2.92	0.07	0.45	0.97	0	0.07	0	0.07	4.95	0.07	0.45	0	0	0.15	0	0	0.67	0.97	0.22	0.15	0	0.45	0.07	0.22	0	
JOC-15A-11N	825	4.48	188	0	0.12	4.24	0	0	7.27	0	0.48	0.12	0.61	2.55	0.97	0.24	0.97	0.36	2.30	0.24	0	6.06	0.24	0.97	0.48	7.03	0	0.36	0	1.21	0	6.79	0	0.61	19.15	1.70	0.24	0	0.12	6.06	1.58	0	0.61	0.85	2.42	0.85	0	1.45	0.36	3.88	0	0.36	0	0	0.24	0.48	0.24	1.33	0	0.97	0.12	0	4.12	2.18	3.03	1.45	10.67	0	0.48	0	3.03	3.76	0	1.45	0.97	0	0.36	0	0.12	3.76	0.24	0	0	0.12	0.24	0	0.12	0.12	0.97	0.12	0	0.12	0.24	0	0.85	0.12	
JOC-15B-01N	3146	4.43	152	0	0.22	3.69	0.06	0.06	7.76	0.03	0.64	0.48	0.35	1.62	0.70	0.06	0.25	0.73	1.65	0.48	0.03	7.34	0.10	0.89	0.38	5.88	0.03	0.32	0	1.97	0.13	5.34	0	1.24	20.47	2.29	0.16	0	0.79	9.15	1.59	0.41	1.02	0.16	1.37	0.29	0	1.27	0.29	3.72	0.13	0.32	0	0.19	0.03	0.51	0.38	2.32	0.06	1.11	0	0	5.40	3.97	0.89	2.03	6.20	0.32	0.54	0.10	1.34	2.26	0.19	0.41	1.24	0	0.35	0	0.03	3.02	0.16	0.60	0.03	0	0.41	0	0.13	0.38	0.41	0.13	0.19	0	0.54	0.06	0.03	0.25	
JOC-15B-02N	1548	4.48	188	0	0.06	3.23	0.13	0.13	6.27	0	0.19	0.26	0.65	2.71	0.13	0.13	0.39	0.39	1.87	0.26	0.13	7.56	0	1.10	0.58	4.91	0	0.45	0	2.20	0	4.52	0	1.16	19.83	4.39	0.06	0	0.39	8.40	2.33	0	1.10	0.97	1.49	0.58	0	0.65	0	2.65	0.19	0.84	0	0.19	0.26	0.39	0.52	2.52	0.06	1.87	0	0	6.91	2.33	1.16	1.49	6.78	0.13	0.39	0	2.20	2.65	0.06	1.49	0.78	0	0.45	0	0.06	2.78	0.26	1.42	0	0	0.19	0	0.06	0.45	0.65	0.26	0.06	0	0.13	0	0	0.19	
JOC-15B-03N	3400	4.47	188	0.03	0.12	4.35	0	0	7.65	0	0.65	0.41	0.50	1.65	1.79	0.03	0.35	0.65	1.65	0.50	0.09	8.18	0.15	0.82	0.59	3.53	0	0.24	0.09	1.74	0	6.35	0	0.88	22.94	2.47	0.03	0	0.71	8.91	1.88	0.03	0.71	0.59	1.24	0.65	0	1.29	0.09	3.26	0.03	0.29	0	0.06	0.15	0.35	0.41	1.91	0.21	0.94	0.12	0	4.79	3.59	1.06	2.26	6.68	0.09	0.26	0.03	1.12	2.71	0.21	0.65	1.35	0	0.38	0	0.15	2.71	0.15	0.29	0.03	0.03	0.15	0.03	0.15	0.38	0.53	0.15	0	0.03	0.18	0.15	0.15	0.12	
JOC-15B-04N	3317	4.43	182	0	0.39	4.31	0.06	0.06	7.75	0.03	0.51	0.69	0.21	1.99	1.45	0.09	0.06	0.42	1.54	0.54	0.06	5.55	0.27	1.09	0.33	4.67	0.03	0.21	0	1.03	0.09	7.66	0	0.33	24.24	1.15	0.21	0	0.24	9.23	1.15	0.33	0.69	0.54	1.84	0.57	0.06	0.99	0.12	3.47	0.15	0.27	0	0.12	0.09	0.99	0.24	1.57	0.36	1.93	0.06	0	3.95	5.61	1.21	1.72	6.42	0.18	0.54	0	1.21	3.14	0.21	0.60	1.09	0.03	0.21	0	0.12	3.23	0.21	0.66	0	0.06	0.24	0	0.15	0.24	0.57	0.06	0.03	0.03	0.51	0	0.12	0.39	
JOC-15B-05N	2055	4.69	212	0	0.10	3.50	0.15	0.15	7.20	0.10	0.49	0.29	0.29	2.34	0.83	0.19	0.39	0.63	1.65	0.63	0	7.45	0.34	1.12	0.44	3.55	0.05	0.10	0	1.61	0.05	6.42	0	0.58	21.95	1.85	0	0.10	0.54	6.67	1.95	0.15	1.07	0.44	1.85	0.73	0	1.65	0.19	3.26	0.05	0.10	0	0.10	0.19	0.97	0.39	2.68	0.15	1.56	0.05	0	5.84	1.95	1.65	2.09	8.86	0.19	0.15	0	1.31	3.11	0.05	0.68	1.27	0	0.34	0	0	2.68	0.29	0.49	0	0.05	0.34	0	0.24	0.05	0.63	0.05	0	0.10	0.24	0.05	0.34	0.05	
JOC-15B-06N	2158	4.65	165	0	0.19	4.22	0.05	0.05	7.37	0.05	0.51	0.32	0.51	2.18	0.23	0.14	0.51	0.65	1.62	0.60	0.05	5.10	0.46	0.93	0.56	3.38	0	0.23	0.14	1.53	0	6.58	0	1.07	21.18	2.18	0.09	0.05	0.65	8.85	1.90	0.32	0.93	0.19	1.85	0.60	0	1.53	0.23	3.75	0.05	0.32	0	0.19	0.14	0.70	0.37	2.83	0.09	2.04	0	0	6.30	0.88	1.85	1.30	9.31	0.05	0.32	0	1.30	2.92	0.09	0.65	0.65	0	0.28	0	0.23	4.26	0.09	0.60	0	0.05	0.19	0	0.19	0.37	0.74	0	0.05	0.05	0.23	0.09	0.14	0.19	
JOC-15B-07N	1171	4.60	192	0	0	4.01	0	0	8.63	0	0.51	0.43	0.34	2.05	0.85	0.09	0.17	0.34	2.13	0.43	0	5.64	0.26	0.77	0.68	4.27	0	0.26	0	2.22	0	4.27	0	1.28	20.92	2.22	0.09	0	0.51	6.92	2.31	0.09	0.68	0.68	1.79	0.68	0.09	2.39	0.34	3.42	0.17	0.34	0	0.09	0.09	0.94	0.43	1.88	0	1.45	0.09	0	5.89	2.48	1.28	2.99	9.48	0.26	0.26	0	2.05	2.65	0.09	0.94	1.88	0	0.51	0	0	3.84	0.51	0.68	0.09	0.09	0.43	0	0.09	0.43	0.60	0.34	0	0	0.26	0.09	0.17	0	
CORPUS	3729.38	4.49	171.45	0.00	0.22	3.90	0.04	0.04	7.49	0.04	0.48	0.42	0.53	1.89	0.52	0.10	0.39	0.69	1.67	0.49	0.05	6.06	0.25	1.04	0.38	5.85	0.05	0.28	0.03	1.69	0.04	5.87	0.00	1.17	19.93	2.49	0.12	0.01	0.64	7.63	1.56	0.17	0.90	0.48	1.79	0.63	0.01	1.12	0.17	3.33	0.11	0.39	0.00	0.12	0.15	0.66	0.35	2.33	0.17	2.01	0.06	0.00	6.01	2.34	1.34	1.92	8.64	0.25	0.46	0.01	1.69	2.80	0.10	0.89	1.14	0.01	0.40	0.01	0.08	3.47	0.22	0.76	0.03	0.06	0.25	0.01	0.06	0.45	0.73	0.15	0.07	0.03	0.34	0.06	0.12	0.21	
